Timestamp	SpeedFL	SpeedFR	SpeedRL	SpeedRR	AmbientAirTemperature	Brake	LDI	RDI	HighBeamFlash	WiperMotor	SteeringPos	Latitude	Longitude	 
143538	37450	37239	36500	36960	6	0	0	0	0	0	100	51.82969258	5.834619545	
143589	37480	37020	37690	37450	6	0	0	0	0	0	100	51.82968888	5.834624759	
143640	37480	37850	37510	37079	6	0	0	0	0	0	100	51.82968517	5.834629983	
143691	37640	37670	37480	37360	6	0	0	0	0	0	100	51.82968146	5.834635215	
143746	38100	38280	37879	38030	6	0	0	0	0	0	99	51.8296774	5.834640938	
143798	38000	38000	37600	37510	6	0	0	0	0	0	99	51.82967359	5.834646307	
143849	38280	38250	38280	38100	6	0	0	0	0	0	99	51.82966981	5.834651635	
143901	38160	38379	37879	37760	6	0	0	0	0	0	99	51.82966597	5.834657042	
143952	38430	38469	38399	38500	6	0	0	0	0	0	99	51.82966217	5.834662401	
144006	38160	38899	38000	38469	6	0	0	0	0	0	99	51.82965815	5.834668065	
144058	38559	38219	38500	38500	6	0	0	0	0	0	99	51.82965427	5.834673529	
144109	38280	37820	38219	38340	6	0	0	0	0	0	99	51.82965049	5.834678848	
144161	38129	38710	38340	38590	6	0	0	0	0	0	99	51.82964662	5.834684312	
144211	38559	38379	38430	38559	6	0	0	0	0	0	99	51.82964289	5.83468957	
144266	38399	38129	38129	38030	6	0	0	0	0	0	99	51.82963881	5.834695308	
144318	37850	38280	38070	38309	6	0	0	0	0	0	99	51.82963503	5.834700588	
144369	37980	38399	37690	37820	6	0	0	0	0	0	99	51.82963143	5.834705568	
144421	37980	37910	38100	37820	6	0	0	0	0	0	99	51.82962775	5.834710642	
144471	38129	38000	37690	37910	6	0	0	0	0	0	99	51.82962422	5.834715519	
144526	37910	38469	37980	37730	6	0	0	0	0	0	99	51.82962033	5.834720896	
144578	37540	37640	37820	38190	6	0	0	0	0	0	99	51.82961667	5.83472595	
144629	37730	37980	38250	37879	6	0	0	0	0	0	99	51.82961306	5.834730927	
144681	38190	38000	37420	37540	6	0	0	0	0	0	99	51.82960941	5.83473598	
144732	38559	37579	37140	37730	6	0	0	0	0	0	99	51.82960582	5.83474093	
144786	36989	37730	37730	37790	6	0	0	0	0	0	99	51.82960204	5.834746146	
144838	38430	38190	37239	38030	6	0	0	0	0	0	99	51.82959837	5.834751223	
144889	38070	37879	37510	37390	6	0	0	0	0	0	99	51.82959479	5.834756168	
144941	37200	37420	38280	37730	6	0	0	0	0	0	99	51.82959114	5.834761203	
144992	37690	37670	35820	37050	6	0	0	0	0	0	99	51.82958762	5.834766063	
145046	37640	37420	37360	37480	6	0	0	0	0	0	99	51.82958385	5.834771266	
145098	37290	37170	36800	36989	6	0	0	0	0	0	99	51.82958027	5.834776221	
145149	37079	37579	37079	37640	6	0	0	0	0	0	99	51.82957672	5.834781118	
145201	37270	36930	37510	37420	6	0	0	0	0	0	99	51.82957311	5.834786103	
145252	37360	36860	37239	37360	6	0	0	0	0	0	99	51.82956958	5.834790982	
145306	37020	37110	36989	37239	6	0	0	0	0	0	99	51.82956587	5.834796191	
145358	37140	36989	36960	36770	6	1	0	0	0	0	99	51.82956241	5.834801335	
145409	37170	36989	36680	36989	6	1	0	0	0	0	99	51.82955902	5.834806378	
145461	37110	36710	37270	36989	6	1	0	0	0	0	99	51.82955555	5.83481153	
145512	36800	36710	36860	36800	6	1	0	0	0	0	99	51.82955218	5.834816551	
145566	36280	36770	36710	36800	6	1	0	0	0	0	99	51.82954862	5.834821845	
145618	37450	36590	36190	36890	6	1	0	0	0	0	99	51.82954517	5.834826963	
145669	36890	36710	36130	36750	6	1	0	0	0	0	99	51.82954181	5.834831961	
145721	36460	36620	36680	37020	6	1	0	0	0	0	99	51.82953838	5.834837067	
145772	36930	36840	36280	36559	6	1	0	0	0	0	99	51.82953502	5.834842069	
145826	36840	36590	36399	36530	6	1	0	0	0	0	99	51.82953146	5.834847357	
145878	36219	36559	36040	36440	6	1	0	0	0	0	99	51.82952806	5.83485241	
145929	35730	36440	35660	35940	6	1	0	0	0	0	99	51.82952477	5.834857315	
145981	36559	35850	36250	36010	6	1	0	0	0	0	99	51.82952138	5.834862348	
146032	35790	36059	36309	36100	6	1	0	0	0	0	99	51.82951807	5.83486727	
146086	36010	36149	36340	36250	6	1	0	0	0	0	99	51.82951456	5.834872499	
146138	36130	35700	35940	35969	6	1	0	0	0	0	99	51.82951119	5.834877499	
146189	35570	35880	36399	36100	6	1	0	0	0	0	99	51.82950789	5.83488241	
146241	36010	35610	35110	35910	6	1	0	0	0	0	99	51.82950455	5.834887373	
146292	35630	35730	35760	35570	6	1	0	0	0	0	99	51.82950133	5.834892347	
146346	35390	35480	35230	35260	6	1	0	0	0	0	99	51.82949829	5.834898412	
146398	35630	35510	35360	35390	6	0	0	0	0	0	99	51.82949536	5.834904274	
146449	34800	34739	35390	34960	6	0	0	0	0	0	99	51.82949253	5.834909943	
146501	34739	35230	34680	35420	6	0	0	0	0	0	99	51.82948963	5.83491573	
146552	35210	34920	35230	34870	6	0	0	0	0	0	99	51.82948679	5.834921413	
146607	35300	34559	35110	34989	6	0	0	0	0	0	99	51.82948374	5.834927529	
146658	34469	34710	34770	34739	6	0	0	0	0	0	99	51.82948093	5.834933149	
146709	35050	34430	34800	34989	6	0	0	0	0	0	99	51.8294781	5.834938792	
146761	34430	34710	35079	34340	6	0	0	0	0	0	99	51.82947524	5.834944517	
146812	34309	34520	33480	33880	6	0	0	0	0	0	99	51.82947248	5.834950036	
146867	34430	34280	33820	34250	6	0	0	0	0	0	99	51.82946949	5.834956013	
146918	34030	34190	33980	34160	6	0	0	0	0	0	99	51.82946673	5.834961539	
146969	34000	34030	33980	34250	6	0	0	0	0	0	99	51.82946397	5.83496706	
147021	34680	34680	34219	34190	6	0	0	0	0	0	99	51.82946112	5.834972752	
147072	34559	34280	33980	34070	6	0	0	0	0	0	99	51.82945835	5.834978299	
147127	34399	34500	34280	34399	6	0	0	0	0	0	99	51.82945534	5.834984312	
147179	34280	34309	34280	34340	6	0	0	0	0	0	99	51.82945251	5.834989981	
147229	34430	34559	34090	34190	6	0	0	0	0	0	99	51.82944978	5.834995434	
147281	34649	34500	34309	34160	6	0	0	0	0	0	99	51.82944694	5.83500112	
147332	34430	34340	34280	34469	6	0	0	0	0	0	99	51.8294438	5.835006719	
147387	34190	34399	34340	34680	6	0	0	0	0	0	99	51.82944037	5.835012764	
147438	34739	34559	34430	34710	6	0	0	0	0	0	99	51.82943717	5.835018404	
147489	34710	34590	34520	34520	6	0	0	0	0	0	99	51.82943398	5.835024039	
147541	34520	34710	34309	34380	6	0	0	0	0	0	99	51.82943073	5.835029767	
