Timestamp	SpeedFL	SpeedFR	SpeedRL	SpeedRR	AmbientAirTemperature	Brake	LDI	RDI	HighBeamFlash	WiperMotor	SteeringPos	Latitude	Longitude	 
221980	41510	41290	42190	41390	3	0	0	0	0	0	101	51.8300367	5.83439722	
222031	41910	41290	41079	41420	3	0	0	0	0	0	101	51.83003454	5.834394808	
222085	42100	41110	41360	41180	3	0	0	0	0	0	101	51.83003225	5.834392253	
222137	41079	41540	41510	41180	3	0	0	0	0	0	101	51.83003005	5.8343898	
222188	41670	41420	41360	41180	3	0	0	0	0	0	101	51.83002789	5.834387388	
222240	41420	41050	41850	41480	3	0	0	0	0	0	101	51.83002568	5.834384927	
222291	41079	41290	40770	40710	3	0	0	0	0	0	101	51.83002354	5.834382542	
222345	41290	41480	41940	41360	3	0	0	0	0	0	101	51.83002125	5.834379982	
222397	41600	41290	41579	41700	3	0	0	0	0	0	101	51.83001904	5.834377516	
222448	41579	41480	41790	41390	3	0	0	0	0	0	101	51.83001687	5.834375096	
222500	41510	41140	40890	40280	3	0	0	0	0	0	101	51.83001469	5.834372664	
222551	41270	41329	41270	41239	3	0	0	0	0	0	101	51.83001253	5.834370261	
222605	41700	40989	41360	40890	3	0	0	0	0	0	101	51.83001025	5.834367719	
222657	41239	41239	41420	41360	3	0	0	0	0	0	101	51.83000805	5.834365266	
222708	41180	40960	41290	41140	3	0	0	0	0	0	101	51.83000591	5.83436287	
222760	41579	40960	41270	41020	3	0	0	0	0	0	101	51.83000371	5.834360423	
222811	41180	40930	41020	41180	3	0	0	0	0	0	101	51.8300014	5.834359212	
222865	41329	40710	41270	40620	3	0	0	0	0	0	101	51.82999892	5.834358201	
222917	41270	40800	40930	40800	3	0	0	0	0	0	101	51.82999653	5.834357229	
222968	40870	41020	41110	40930	3	0	0	0	0	0	101	51.82999419	5.834356274	
223019	41270	40680	41270	40930	3	0	0	0	0	0	101	51.82999184	5.834355318	
223070	41450	40649	40460	40870	3	0	0	0	0	0	101	51.82998951	5.834354366	
223125	41270	40590	40649	40460	3	0	0	0	0	0	101	51.82998699	5.834353343	
223177	40680	40800	41020	40559	3	0	0	0	0	0	101	51.82998462	5.834352375	
223228	40710	40870	40440	40500	3	0	0	0	0	0	101	51.82998229	5.834351428	
223279	40870	40309	40649	40350	3	0	0	0	0	0	101	51.82997998	5.834350484	
223330	40440	40309	40890	40530	3	0	0	0	0	0	101	51.82997766	5.83434954	
223385	40280	40309	40350	40219	3	0	0	0	0	0	101	51.82997517	5.834348527	
223437	40770	40059	40870	40710	3	0	0	0	0	0	101	51.82997281	5.834347563	
223487	40710	40190	40250	40530	3	0	0	0	0	0	101	51.82997054	5.83434664	
223539	40280	40370	40250	39910	3	0	0	0	0	0	101	51.8299682	5.834345685	
223590	40399	40129	40309	40129	3	0	0	0	0	0	101	51.8299659	5.834344748	
223645	40840	40129	40010	40219	3	0	0	0	0	0	101	51.82996341	5.834343735	
223697	39969	39910	40770	40309	3	0	0	0	0	0	101	51.82996107	5.83434278	
223748	40010	40100	39570	40129	3	0	0	0	0	0	101	51.82995878	5.834341849	
223799	40750	40129	40160	39879	3	0	0	0	0	0	101	51.82995662	5.834341881	
223850	40399	39879	39879	39700	3	0	0	0	0	0	101	51.8299545	5.834342146	
223905	39640	39640	40309	40040	3	0	0	0	0	0	101	51.82995221	5.834342432	
223957	40399	39879	40190	40010	3	0	0	0	0	0	101	51.82995004	5.834342703	
224007	40250	39730	39610	39790	3	0	0	0	0	0	101	51.82994797	5.834342962	
224059	40040	39790	40040	39640	3	0	0	0	0	0	101	51.82994581	5.834343232	
224110	39450	39790	39940	39570	3	0	0	0	0	0	101	51.82994371	5.834343495	
224165	39879	39969	39910	40160	3	1	0	0	0	0	101	51.82994142	5.834343781	
224216	40160	39640	39820	39730	3	1	0	0	0	0	101	51.82993931	5.834344045	
224267	39660	39910	40059	39480	3	1	0	0	0	0	101	51.8299372	5.834344309	
224319	40309	39790	39879	39329	3	1	0	0	0	0	101	51.82993504	5.834344578	
224370	39940	39790	39640	39700	3	1	0	0	0	0	101	51.82993293	5.834344842	
224424	39910	39480	40010	39170	3	1	0	0	0	0	101	51.82993071	5.83434512	
224476	39480	39450	39910	39940	3	1	0	0	0	0	101	51.82992856	5.834345389	
224527	39940	39260	39520	39570	3	1	0	0	0	0	101	51.82992646	5.834345651	
224579	38930	39110	39940	39910	3	1	0	0	0	0	101	51.82992432	5.834345918	
224630	39390	38710	38870	39230	3	1	0	0	0	0	101	51.82992225	5.834346177	
224685	40190	39640	39570	39170	3	1	0	0	0	0	101	51.82991998	5.83434646	
224736	39050	39170	39640	39390	3	1	0	0	0	0	101	51.82991791	5.834346871	
224787	39260	38899	40620	40190	3	1	0	0	0	0	101	51.8299159	5.834347828	
224839	40040	39540	37420	37790	3	1	0	0	0	0	101	51.82991392	5.834348779	
224890	39570	39020	40129	40059	3	1	0	0	0	0	101	51.82991192	5.834349735	
224945	38770	38829	38960	38899	3	1	0	0	0	0	101	51.82990981	5.834350745	
224997	39230	38899	39230	39050	3	1	0	0	0	0	101	51.8299078	5.834351705	
225048	38680	38309	38899	38809	3	1	0	0	0	0	101	51.82990585	5.834352637	
225099	38930	38680	39050	38710	3	1	0	0	0	0	101	51.82990389	5.834353573	
225150	38500	38280	38590	38379	3	1	0	0	0	0	101	51.82990196	5.834354499	
225205	38469	37980	38430	38219	3	1	0	0	0	0	101	51.82989988	5.834355493	
225257	38340	38000	38070	37690	3	1	0	0	0	0	101	51.82989792	5.834356427	
225308	38100	37879	38379	38250	3	1	0	0	0	0	101	51.829896	5.834357346	
225359	37579	37820	37940	37790	3	1	0	0	0	0	101	51.8298941	5.834358257	
225410	37820	37670	38190	38070	3	1	0	0	0	0	100	51.82989219	5.834359171	
225465	37510	37390	37390	37510	3	1	0	0	0	0	100	51.82989015	5.834360144	
225517	37670	37420	37390	36800	3	1	0	0	0	0	100	51.82988824	5.83436106	
225568	37200	36620	37360	37200	3	1	0	0	0	0	100	51.82988637	5.834361954	
225620	36680	37760	37360	37270	3	1	0	0	0	0	100	51.82988446	5.834362869	
225671	37239	36440	37329	36989	3	1	0	0	0	0	100	51.82988259	5.834363761	
225725	37239	38280	36860	37540	3	1	0	0	0	0	100	51.82988059	5.834364717	
225777	36750	35790	35969	36890	3	1	0	0	0	0	100	51.82987867	5.834366572	
225828	36590	37050	36860	37450	3	1	0	0	0	0	100	51.82987675	5.834368838	
225880	37140	36960	36040	36530	3	1	0	0	0	0	100	51.82987481	5.834371128	
225931	36989	36130	37579	37420	3	1	0	0	0	0	100	51.8298729	5.834373397	
225985	36710	36930	35940	35170	3	1	0	0	0	0	100	51.82987091	5.834375744	
226037	36680	36340	37690	37820	3	1	0	0	0	0	100	51.82986895	5.834378063	
226088	36309	35790	36059	35910	3	1	0	0	0	0	100	51.82986708	5.83438027	
226140	36280	36340	36680	36340	3	1	0	0	0	0	100	51.82986515	5.834382544	
226191	36460	36370	36500	36890	3	1	0	0	0	0	100	51.82986326	5.834384784	
226245	36100	36219	36340	35730	3	1	0	0	0	0	100	51.82986128	5.834387125	
226297	35480	35610	36370	36590	3	1	0	0	0	0	100	51.82985938	5.834389374	
226348	36010	35790	36010	36309	3	1	0	0	0	0	100	51.82985751	5.834391582	
226400	35760	35570	35610	35790	3	1	0	0	0	0	100	51.82985562	5.83439381	
226451	35570	35910	35660	35360	3	1	0	0	0	0	100	51.82985378	5.834395993	
226506	35540	35700	35910	35570	3	1	0	0	0	0	99	51.82985178	5.83439835	
226557	35969	35450	36130	35850	3	1	0	0	0	0	99	51.82984992	5.834400546	
226608	35510	35260	34710	34559	3	1	0	0	0	0	99	51.82984811	5.834402691	
226663	35390	35360	35360	35760	3	1	0	0	0	0	99	51.82984612	5.834405034	
226715	35510	35170	35110	35050	3	1	0	0	0	0	99	51.82984426	5.834407234	
226766	35300	34800	35079	35020	3	1	0	0	0	0	99	51.8298423	5.834409706	
226817	34800	35170	35050	35170	3	1	0	0	0	0	99	51.8298402	5.834412508	
226868	34590	34960	35079	35110	3	1	0	0	0	0	99	51.82983811	5.8344153	
226923	34800	34680	34800	34710	3	1	0	0	0	0	99	51.82983586	5.834418295	
226975	34590	34559	34500	34739	3	1	0	0	0	0	99	51.82983375	5.834421114	
227026	34500	34380	34559	34399	3	1	0	0	0	0	99	51.82983168	5.834423868	
227077	34340	34380	34960	34520	3	1	0	0	0	0	99	51.82982961	5.834426629	
227128	34030	34000	33980	34070	3	1	0	0	0	0	99	51.82982757	5.834429348	
227183	34160	33850	33940	34399	3	1	0	0	0	0	99	51.82982537	5.834432286	
227235	34070	34620	33850	34090	3	1	0	0	0	0	99	51.82982328	5.83443507	
227286	33980	33170	33450	33880	3	1	0	0	0	0	99	51.82982127	5.834437757	
227337	33640	34160	33940	34160	3	1	0	0	0	0	99	51.82981923	5.834440472	
227388	33329	33820	33510	33020	3	1	0	0	0	0	99	51.82981723	5.834443143	
227443	33329	33420	33540	33260	3	1	0	0	0	0	99	51.82981507	5.83444602	
227495	33450	33360	33450	33110	3	1	0	0	0	0	99	51.82981303	5.834448738	
227546	33260	32989	33050	34000	3	1	0	0	0	0	99	51.82981103	5.834451401	
227598	33170	33050	32930	32680	3	1	0	0	0	0	99	51.82980902	5.834454087	
227649	33239	32989	32460	33420	3	1	0	0	0	0	99	51.82980704	5.834456726	
227703	32840	32800	32860	32860	3	1	0	0	0	0	99	51.82980495	5.834459505	
227755	32680	32460	32890	32890	3	1	0	0	0	0	99	51.82980292	5.834462295	
227806	32500	32739	32500	32130	3	1	0	0	0	0	99	51.82980083	5.834465472	
227858	32680	32219	32500	32710	3	1	0	0	0	0	99	51.82979869	5.834468717	
227909	32059	32009	31849	31760	3	1	0	0	0	0	99	51.82979664	5.834471841	
227963	31880	31880	32189	32250	3	1	0	0	0	0	99	51.82979446	5.834475162	
228015	31699	31880	31939	32309	3	1	0	0	0	0	99	51.82979236	5.83447835	
228066	31880	32009	31910	32059	3	1	0	0	0	0	99	51.8297903	5.834481478	
228118	31570	31449	31760	31730	3	1	0	0	0	0	100	51.82978822	5.834484634	
228169	31390	31570	30920	31480	3	1	0	0	0	0	100	51.82978621	5.834487701	
228223	31359	31260	31730	30960	3	1	0	0	0	0	100	51.82978407	5.834490947	
228275	31050	31010	30740	31300	3	1	0	0	0	0	99	51.82978203	5.834494042	
228326	30800	30920	31050	30960	3	1	0	0	0	0	99	51.82978004	5.834497069	
228378	31050	30679	30740	31050	3	1	0	0	0	0	99	51.82977802	5.83450015	
228429	30710	30900	30650	30869	3	1	0	0	0	0	99	51.82977603	5.834503163	
228483	30590	30400	30560	30590	3	1	0	0	0	0	99	51.82977395	5.834506326	
228535	30340	30619	30470	30519	3	1	0	0	0	0	99	51.82977195	5.834509368	
228586	30470	30310	30160	30400	3	1	0	0	0	0	99	51.82977	5.834512337	
228638	29939	30090	29910	29910	3	1	0	0	0	0	99	51.82976803	5.834515326	
228689	30070	30160	30070	30029	3	1	0	0	0	0	99	51.82976609	5.83451827	
228743	29760	30279	30220	29779	3	1	0	0	0	0	99	51.82976405	5.83452138	
228795	30029	29730	29849	30189	3	1	0	0	0	0	99	51.82976208	5.834524368	
228846	29689	29730	29820	29570	3	1	0	0	0	0	99	51.82975952	5.834527814	
228898	29570	29910	29449	29910	3	1	0	0	0	0	99	51.82975673	5.834531473	
228949	29449	29480	29510	29599	3	1	0	0	0	0	99	51.82975401	5.834535038	
229003	29330	29380	28310	28529	3	1	0	0	0	0	99	51.82975119	5.834538733	
229055	28890	29109	28529	28859	3	1	0	0	0	0	99	51.82974847	5.834542286	
229106	28840	29050	29050	29109	3	1	0	0	0	0	99	51.8297458	5.834545791	
229157	28680	28800	29140	29199	3	1	0	0	0	0	99	51.82974313	5.834549288	
229208	28990	28430	28590	28650	3	1	0	0	0	0	99	51.82974049	5.834552751	
229263	28650	28529	28619	28680	3	1	0	0	0	0	100	51.82973764	5.834556479	
229314	28400	28590	28800	28710	3	1	0	0	0	0	100	51.829735	5.834559937	
229365	28430	28310	28650	28619	3	1	0	0	0	0	100	51.82973238	5.83456338	
229417	28369	28430	28500	28430	3	1	0	0	0	0	100	51.8297297	5.834566882	
229468	28400	28220	28369	28369	3	1	0	0	0	0	100	51.82972709	5.834570306	
229522	28340	28340	27630	28369	3	1	0	0	0	0	100	51.82972434	5.834573909	
229574	28369	28250	28250	27570	3	1	0	0	0	0	100	51.8297217	5.834577371	
229625	28279	27970	27660	27570	3	1	0	0	0	0	100	51.82971913	5.834580737	
229677	27170	27760	27970	28340	3	1	0	0	0	0	101	51.82971652	5.834584163	
229728	27050	27390	27849	27760	3	1	0	0	0	0	101	51.82971398	5.834587486	
229780	28250	27660	27539	27260	3	1	0	0	0	0	101	51.82971125	5.834591017	
229831	27720	27480	27910	27720	3	1	0	0	0	0	101	51.82970853	5.83459453	
229885	27199	27570	27449	27480	3	1	0	0	0	0	101	51.82970568	5.834598212	
229937	27390	26990	27820	27539	3	1	0	0	0	0	102	51.82970293	5.834601759	
229988	27570	27010	27789	27320	3	1	0	0	0	0	102	51.82970023	5.834605236	
230040	27390	27320	26180	26960	3	1	0	0	0	0	103	51.82969753	5.834608722	
230091	27320	27170	27510	27170	3	1	0	0	0	0	103	51.82969485	5.834612182	
230145	27260	26680	26800	26920	3	1	0	0	0	0	103	51.82969205	5.834615796	
230197	26680	26740	26769	26519	3	1	0	0	0	0	104	51.82968938	5.834619245	
230248	26740	26340	26920	26769	3	1	0	0	0	0	104	51.82968675	5.834622629	
230300	26740	26430	26869	26400	3	1	0	0	0	0	105	51.82968409	5.834626069	
230351	26519	26310	26710	26220	3	1	0	0	0	0	105	51.82968149	5.834629422	
230405	26650	25970	26430	26090	3	1	0	0	0	0	105	51.82967875	5.834632951	
230457	26430	26029	26710	26029	3	1	0	0	0	0	105	51.82967612	5.834636351	
230508	26369	25849	26470	25910	3	1	0	0	0	0	105	51.82967355	5.834639666	
230560	26180	25880	26490	25970	3	1	0	0	0	0	105	51.82967093	5.834643045	
230611	26340	25199	26279	25539	3	1	0	0	0	0	105	51.82966839	5.834646321	
230665	25689	25480	25910	25480	3	1	0	0	0	0	105	51.82966573	5.834649763	
230717	26340	25420	25970	25019	3	1	0	0	0	0	105	51.82966315	5.834653084	
230768	26310	25289	25420	25019	3	1	0	0	0	0	105	51.82966049	5.834656696	
230820	25260	25140	26000	25080	3	1	0	0	0	0	105	51.82965758	5.834660871	
230871	25380	25019	25380	25080	3	1	0	0	0	0	105	51.82965475	5.834664941	
230925	25380	24949	24930	25019	3	1	0	0	0	0	105	51.82965177	5.834669226	
230977	25260	24550	24890	24830	3	1	0	0	0	0	105	51.82964892	5.834673321	
231028	25510	24769	25289	24740	3	1	0	0	0	0	105	51.82964611	5.834677369	
231083	25170	24550	25019	24000	3	1	0	0	0	0	105	51.82964312	5.834681666	
231134	24710	24500	24830	24500	3	1	0	0	0	0	105	51.82964035	5.834685642	
231185	24119	24029	24680	24430	3	1	0	0	0	0	105	51.82963762	5.834689567	
231237	25240	24060	24340	23939	3	1	0	0	0	0	105	51.82963483	5.834693582	
231288	24529	23939	24119	23660	3	1	0	0	0	0	105	51.82963213	5.834697466	
231340	24100	23760	24430	23850	3	1	0	0	0	0	105	51.82962937	5.834701422	
231391	24430	23539	23789	23410	3	1	0	0	0	0	105	51.8296267	5.834705262	
231445	23630	23260	23850	23320	3	1	0	0	0	0	105	51.82962391	5.834709281	
231497	23539	22960	23630	23289	3	1	0	0	0	0	105	51.82962123	5.834713125	
231548	23660	22680	23260	22519	3	1	0	0	0	0	105	51.82961865	5.834716842	
231600	23080	23140	23080	22990	3	1	0	0	0	0	105	51.829616	5.834720639	
231651	23050	22310	22960	22490	3	1	0	0	0	0	105	51.82961346	5.834724304	
231705	22800	22340	22740	22460	3	1	0	0	0	0	104	51.82961077	5.834728164	
231757	22619	22460	22869	22369	3	1	0	0	0	0	104	51.82960816	5.834731914	
231808	22710	22220	22340	21850	3	1	0	0	0	0	104	51.82960521	5.834736058	
231860	22180	21730	22680	21880	3	1	0	0	0	0	104	51.82960223	5.834740253	
231911	22180	21779	21850	21730	3	1	0	0	0	0	104	51.82959933	5.834744323	
231965	21939	21449	21689	21380	3	1	0	0	0	0	103	51.82959631	5.83474858	
232017	21750	21730	21910	21350	3	1	0	0	0	0	103	51.82959338	5.834752693	
232068	21449	21140	21510	21109	3	1	0	0	0	0	103	51.82959056	5.834756655	
232119	21689	21080	21539	21020	3	1	0	0	0	0	103	51.82958774	5.834760623	
232170	21330	20859	20800	20400	3	1	0	0	0	0	103	51.82958498	5.834764501	
232225	21080	20680	20800	20500	3	1	0	0	0	0	102	51.82958202	5.834768666	
232277	20590	20029	20550	20460	3	1	0	0	0	0	102	51.82957927	5.834772537	
232327	20430	20119	20400	20210	3	1	0	0	0	0	102	51.82957664	5.834776237	
232379	20100	20000	20340	20100	3	1	0	0	0	0	101	51.82957392	5.834780055	
232430	20150	19970	20100	19720	3	1	0	0	0	0	101	51.82957128	5.834783773	
232484	19810	19789	20400	19810	3	1	0	0	0	0	101	51.82956849	5.834787702	
232536	20150	19320	19810	19660	3	1	0	0	0	0	101	51.82956582	5.834791445	
232587	19539	19359	19449	19449	3	1	0	0	0	0	101	51.82956325	5.834795063	
232639	19570	19390	19410	19230	3	1	0	0	0	0	101	51.82956064	5.834798742	
232690	19140	19050	19010	19570	3	1	0	0	0	0	101	51.8295581	5.834802312	
232744	18980	18920	19109	18800	3	1	0	0	0	0	102	51.82955544	5.834806045	
232796	19230	18890	18960	18800	3	1	0	0	0	0	102	51.82955248	5.834810184	
232847	18490	18369	18650	18520	3	1	0	0	0	0	102	51.82954956	5.834814254	
232898	18340	18890	18400	18710	3	1	0	0	0	0	103	51.82954662	5.834818342	
232949	19390	19140	18180	18680	3	1	0	0	0	0	104	51.82954365	5.834822487	
233004	18710	18180	18090	18520	3	1	0	0	0	0	105	51.82954052	5.834826845	
233055	17970	18180	18000	18369	3	0	0	0	0	0	105	51.82953766	5.834830832	
233106	18150	17510	17880	17750	3	0	0	0	0	0	105	51.82953485	5.834834752	
233158	17600	17690	17850	17140	3	0	0	0	0	0	105	51.82953203	5.834838692	
233209	17570	17380	17630	17230	3	0	0	0	0	0	105	51.82952927	5.83484253	
233264	17330	17170	17570	16609	3	0	0	0	0	0	105	51.82952635	5.834846602	
233315	17330	16990	17080	16500	3	0	0	0	0	0	106	51.82952367	5.834850335	
233366	17039	16680	17170	16710	3	0	0	0	0	0	107	51.82952101	5.834854052	
233418	16890	16400	17170	16190	3	0	0	0	0	0	108	51.82951833	5.834857789	
233469	16740	16150	16309	16340	3	0	0	0	0	0	110	51.82951574	5.834861392	
233524	16590	15900	16830	16550	3	0	0	0	0	0	112	51.82951294	5.834865298	
233576	16340	15660	16550	16500	3	0	0	0	0	0	114	51.82951032	5.834868944	
233627	16520	15759	16859	16119	3	0	0	0	0	0	115	51.82950775	5.834872532	
233679	16740	15790	16590	16209	3	0	0	0	0	0	117	51.82950512	5.834876195	
233730	17140	16119	16550	15110	3	0	0	0	0	0	118	51.82950256	5.834879764	
233784	16859	15849	16770	15410	3	0	0	0	0	0	120	51.82949985	5.834883559	
233836	17260	16250	16710	15320	3	0	0	0	0	0	122	51.82949716	5.834887503	
233887	17260	16119	16770	15360	3	0	0	0	0	0	123	51.82949453	5.834891371	
233939	17350	16059	16830	15660	3	0	0	0	0	0	124	51.82949183	5.834895337	
233990	17380	15969	17140	15690	3	0	0	0	0	0	125	51.82948917	5.834899244	
234044	17420	15880	17080	15690	3	0	0	0	0	0	126	51.82948636	5.834903373	
234096	17480	15969	17109	15880	3	0	0	0	0	0	127	51.82948363	5.834907372	
234147	17480	15969	17330	15809	3	0	0	0	0	0	127	51.82948096	5.834911303	
234199	17630	16000	17420	15809	3	0	0	0	0	0	127	51.82947822	5.834915327	
234250	17750	16250	17440	15880	3	0	0	0	0	0	127	51.82947551	5.834919301	
234304	17910	16369	17630	15940	3	0	0	0	0	0	127	51.82947262	5.834923542	
234356	17940	16340	17730	16150	3	0	0	0	0	0	127	51.82946983	5.834927644	
234407	18180	16590	17820	16279	3	0	0	0	0	0	127	51.82946706	5.83493171	
234459	18270	16680	17940	16250	3	0	0	0	0	0	127	51.82946423	5.834935871	
234510	18369	16830	18029	16520	3	0	0	0	0	0	127	51.82946143	5.834939989	
234564	18560	16890	18180	16740	3	0	0	0	0	0	126	51.82945843	5.834944387	
234616	18650	17039	18340	16640	3	0	0	0	0	0	126	51.82945554	5.834948641	
234667	18770	17080	18619	16830	3	0	0	0	0	0	125	51.82945267	5.83495285	
234719	18859	17230	18650	16859	3	0	0	0	0	0	124	51.82944974	5.834957159	
234770	18920	17350	18740	17109	3	0	0	0	0	0	123	51.82944684	5.834961416	
234824	18859	17380	18710	17230	3	0	0	0	0	0	121	51.82944385	5.834965762	
234876	18890	17539	18920	17330	3	0	0	0	0	0	120	51.82944096	5.834969966	
234927	18859	17730	18890	17440	3	0	0	0	0	0	118	51.82943812	5.834974103	
234978	19010	17779	18980	17690	3	0	0	0	0	0	116	51.82943525	5.834978271	
235029	19080	17850	19050	17730	3	0	0	0	0	0	114	51.82943238	5.834982452	
235084	19050	18060	19080	18000	3	0	0	0	0	0	111	51.82942926	5.834986992	
235135	19080	18180	19140	18130	3	0	0	0	0	0	109	51.82942635	5.83499122	
235186	19080	18430	18890	18250	3	0	0	0	0	0	107	51.82942344	5.834995455	
235238	19010	18340	18890	18400	3	0	0	0	0	0	105	51.82942047	5.834999773	
235289	18920	18580	18890	18430	3	0	0	0	0	0	103	51.82941755	5.835004018	
235343	18920	18680	18830	18520	3	0	0	0	0	0	101	51.82941445	5.83500852	
235395	18980	18800	18920	18710	3	0	0	0	0	0	99	51.82941146	5.835012882	
235446	19050	18890	18890	18830	3	0	0	0	0	0	98	51.8294085	5.835017175	
235497	19109	19080	18960	18960	3	0	0	0	0	0	96	51.82940554	5.835021493	
235548	18830	18859	18980	19080	3	0	0	0	0	0	95	51.82940258	5.83502579	
235600	18890	19140	19050	19010	3	0	0	0	0	0	94	51.82939956	5.835030192	
235651	18830	19109	18800	19199	3	0	0	0	0	0	92	51.82939659	5.8350345	
235705	18740	19080	18770	19199	3	0	0	0	0	0	91	51.82939346	5.835039053	
235757	18460	18920	18680	19080	3	0	0	0	0	0	90	51.82939047	5.835043441	
235808	18460	18960	18430	19010	3	0	0	0	0	0	88	51.82938758	5.835047735	
235859	18400	19050	18340	18960	3	0	0	0	0	0	87	51.82938469	5.835052023	
235910	18340	19050	18310	18980	3	0	0	0	0	0	86	51.82938181	5.835056306	
235964	18220	19010	18220	18920	3	0	0	0	0	0	84	51.82937877	5.835060823	
236016	18180	18980	18060	18960	3	0	0	0	0	0	83	51.82937584	5.835065162	
236067	18029	18920	17940	18830	3	0	0	0	0	0	81	51.829373	5.83506939	
236119	17970	18960	17820	18830	3	0	0	0	0	0	79	51.8293701	5.835073693	
236170	17820	18980	17690	18800	3	0	0	0	0	0	77	51.82936727	5.835077897	
236224	17660	18980	17510	19010	3	0	0	0	0	0	75	51.82936427	5.83508234	
236276	17600	18980	17440	18980	3	0	0	0	0	0	73	51.8293614	5.83508661	
236326	17480	19080	17330	18980	3	0	0	0	0	0	72	51.82935864	5.835090708	
236378	17480	19050	17260	18890	3	0	0	0	0	0	71	51.82935578	5.835094958	
236429	17350	19109	16990	18710	3	0	0	0	0	0	69	51.82935299	5.835099097	
236483	17260	18960	16949	18650	3	0	0	0	0	0	67	51.82935005	5.835103459	
236535	17109	18980	16740	18650	3	0	0	0	0	0	65	51.82934724	5.835107639	
236586	16990	18859	16740	18619	3	0	0	0	0	0	63	51.82934449	5.835111724	
236638	16920	18960	16609	18580	3	0	0	0	0	0	61	51.82934169	5.83511588	
236689	16710	18830	16340	18619	3	0	0	0	0	0	60	51.82933896	5.835119924	
236743	16590	18859	16250	18619	3	0	0	0	0	0	58	51.82933597	5.835124347	
236795	16520	18890	16119	18520	3	0	0	0	0	0	57	51.8293327	5.83512912	
